vessel_id,port_id,berth_id,arrival_time_hr,unload_start_hr,unload_end_hr,unloading_time_hr,waiting_time_hr
V06548,P001,1,63.16,1990.67,2028.49,37.82,1927.51
V08446,P001,2,73.98,2005.01,2032.29,27.28,1931.03
V04949,P001,3,57.64,2020.09,2064.62,44.53,1962.45
V04996,P001,5,52.85,2022.31,2071.71,49.4,1969.46
V00504,P001,4,68.07,2026.25,2060.55,34.3,1958.17
V09657,P001,1,66.61,2028.49,2064.68,36.19,1961.88
V03267,P001,2,63.4,2032.29,2071.92,39.63,1968.89
V06473,P001,4,57.35,2060.55,2106.48,45.93,2003.2
V06995,P001,3,71.85,2064.62,2097.87,33.25,1992.77
V04888,P001,1,82.65,2064.68,2087.51,22.83,1982.03
V06733,P001,5,82.35,2071.71,2095.24,23.53,1989.36
V03110,P001,2,61.89,2071.92,2116.35,44.43,2010.03
V07543,P001,1,38.74,2087.51,2155.53,68.02,2048.77
V03988,P001,5,39.41,2095.24,2163.03,67.79,2055.83
V02177,P001,3,39.56,2097.87,2166.3,68.43,2058.31
V00485,P001,4,74.32,2106.48,2141.28,34.8,2032.16
V06960,P001,2,44.83,2116.35,2182.09,65.74,2071.52
V01668,P001,4,46.33,2141.28,2205.71,64.43,2094.94
V01839,P001,1,105.09,2155.53,2161.24,5.71,2050.44
V02480,P001,1,92.2,2161.24,2180.46,19.22,2069.03
V05114,P001,5,95.06,2163.03,2179.6,16.57,2067.97
V01328,P001,3,87.97,2166.3,2190.14,23.84,2078.33
V07251,P001,5,84.72,2179.6,2207.57,27.97,2094.88
V02486,P001,1,92.37,2180.46,2201.37,20.91,2088.09
V05649,P001,2,62.74,2182.09,2232.72,50.63,2119.36
V00887,P001,3,81.63,2190.14,2222.93,32.79,2108.51
V07911,P001,1,90.03,2201.37,2227.0,25.63,2111.34
V04972,P001,4,60.67,2205.71,2261.85,56.14,2145.04
V02473,P001,5,77.4,2207.57,2247.69,40.12,2130.17
V02544,P001,3,59.15,2222.93,2282.29,59.36,2163.79
V02964,P001,1,94.92,2227.0,2250.69,23.69,2132.08
V00794,P001,2,66.1,2232.72,2285.43,52.71,2166.62
V08061,P001,5,74.26,2247.69,2293.61,45.92,2173.43
V07803,P001,1,86.83,2250.69,2286.35,35.66,2163.86
V01027,P001,4,89.34,2261.85,2295.43,33.58,2172.5
V07186,P001,3,87.35,2282.29,2318.14,35.85,2194.94
V05553,P001,2,105.74,2285.43,2304.76,19.33,2179.69
V01357,P001,1,99.97,2286.35,2313.61,27.26,2186.38
V05351,P001,5,97.92,2293.61,2323.32,29.71,2195.69
V03551,P001,4,63.61,2295.43,2361.23,65.8,2231.81
V05638,P001,2,95.79,2304.76,2339.61,34.85,2208.97
V06006,P001,1,89.54,2313.61,2359.09,45.48,2224.07
V03802,P001,3,125.06,2318.14,2328.77,10.63,2193.08
V03628,P001,5,110.22,2323.32,2357.87,34.55,2213.1
V05715,P001,3,93.72,2328.77,2380.45,51.68,2235.05
V09691,P001,2,116.81,2339.61,2374.93,35.32,2222.8
V03484,P001,5,105.7,2357.87,2404.51,46.64,2252.17
V08049,P001,1,112.57,2359.09,2400.8,41.71,2246.52
V02596,P001,4,101.26,2361.23,2420.65,59.42,2259.97
V02733,P002,1,6.56,6.56,7.1,0.54,0.0
V00473,P002,2,5.0,5.0,7.34,2.34,0.0
V09400,P002,3,5.8,5.8,7.44,1.64,0.0
V01320,P002,4,6.86,6.86,7.97,1.11,0.0
V02563,P002,5,4.28,4.28,8.44,4.16,0.0
V05528,P002,1,6.03,7.1,10.51,3.41,1.07
V09196,P002,2,6.04,7.34,11.12,3.78,1.3
V02204,P002,3,5.72,7.44,11.57,4.13,1.72
V03792,P002,4,8.53,8.53,10.43,1.9,0.0
V09896,P002,5,7.5,8.44,12.34,3.9,0.94
V03025,P002,4,5.34,10.43,16.77,6.34,5.09
V00333,P002,1,5.46,10.51,17.14,6.63,5.05
V02679,P002,2,8.5,11.12,14.93,3.81,2.62
V00847,P002,3,8.82,11.57,17.79,6.22,2.75
V01906,P002,5,12.45,12.45,15.08,2.63,0.0
V03810,P002,2,10.27,14.93,19.98,5.05,4.66
V07337,P002,5,10.38,15.08,20.65,5.57,4.7
V08824,P002,4,4.93,16.77,28.19,11.42,11.84
V02128,P002,1,8.98,17.14,24.75,7.61,8.16
V05940,P002,3,15.17,17.79,19.52,1.73,2.62
V09885,P002,3,7.31,19.52,29.17,9.65,12.21
V04086,P002,2,8.25,19.98,28.79,8.81,11.74
V05951,P002,5,10.23,20.65,27.84,7.19,10.42
V04033,P002,1,6.39,24.75,36.1,11.35,18.36
V03799,P002,5,10.99,27.84,34.6,6.76,16.85
V00883,P002,4,5.67,28.19,40.36,12.17,22.53
V05692,P002,2,11.65,28.79,35.49,6.7,17.14
V09380,P002,3,17.01,29.17,31.43,2.26,12.16
V06143,P002,3,8.5,31.43,42.63,11.2,22.92
V06535,P002,5,9.4,34.6,45.24,10.64,25.19
V02001,P002,2,18.35,35.49,37.35,1.86,17.14
V03625,P002,1,19.12,36.1,37.31,1.21,16.99
V06196,P002,1,13.54,37.31,45.03,7.72,23.77
V01247,P002,2,13.4,37.35,46.11,8.76,23.95
V06973,P002,4,5.52,40.36,57.07,16.71,34.84
V06189,P002,3,10.37,42.63,54.74,12.11,32.26
V02223,P002,1,14.59,45.03,53.09,8.06,30.45
V05090,P002,5,12.29,45.24,56.04,10.8,32.95
V04782,P002,2,10.19,46.11,59.41,13.3,35.93
V03176,P002,1,11.37,53.09,65.39,12.3,41.73
V08829,P002,3,22.3,54.74,56.22,1.48,32.43
V09528,P002,5,11.01,56.04,69.04,13.0,45.03
V09926,P002,3,9.57,56.22,70.72,14.5,46.64
V01558,P002,4,22.28,57.07,59.19,2.12,34.8
V02912,P002,4,2.19,59.19,81.44,22.25,57.01
V07861,P002,2,6.7,59.41,77.52,18.11,52.71
V06108,P002,1,6.95,65.39,83.65,18.26,58.45
V06836,P002,5,19.24,69.04,75.86,6.82,49.8
V00719,P002,3,21.85,70.72,75.06,4.34,48.86
V08489,P002,3,15.09,75.06,86.33,11.27,59.97
V00441,P002,5,6.58,75.86,95.65,19.79,69.28
V03098,P002,2,17.62,77.52,87.48,9.96,59.91
V02972,P002,4,9.58,81.44,99.59,18.15,71.86
V01163,P002,1,18.69,83.65,92.73,9.08,64.96
V01311,P002,3,13.17,86.33,101.06,14.73,73.16
V08937,P002,2,8.67,87.48,106.81,19.33,78.81
V08255,P002,1,21.94,92.73,98.95,6.22,70.79
V09257,P002,5,14.23,95.65,109.67,14.02,81.42
V07851,P002,1,19.63,98.95,107.87,8.92,79.32
V09492,P002,4,3.62,99.59,124.55,24.96,95.98
V03975,P002,3,16.82,101.06,113.39,12.33,84.23
V00067,P002,2,10.0,106.81,126.01,19.2,96.81
V07231,P002,1,4.81,107.87,132.62,24.75,103.07
V08878,P002,5,17.91,109.67,121.42,11.75,91.76
V02905,P002,3,27.88,113.39,115.22,1.83,85.5
V04105,P002,3,19.14,115.22,126.02,10.8,96.08
V08511,P002,5,16.05,121.42,135.59,14.17,105.37
V07769,P002,4,11.92,124.55,142.91,18.36,112.64
V03749,P002,2,24.71,126.01,131.63,5.62,101.3
V04113,P002,3,11.11,126.02,145.31,19.29,114.9
V09843,P002,2,16.5,131.63,145.91,14.28,115.13
V09651,P002,1,25.78,132.62,137.75,5.13,106.84
V03696,P002,5,6.71,135.59,159.98,24.39,128.88
V09210,P002,1,29.5,137.75,139.43,1.68,108.25
V07520,P002,1,7.33,139.43,163.75,24.32,132.11
V06830,P002,4,28.7,142.91,145.88,2.97,114.22
V01800,P002,3,5.24,145.31,171.89,26.58,140.07
V08458,P002,4,23.61,145.88,154.23,8.35,122.27
V05236,P002,2,3.17,145.91,175.15,29.24,142.74
V05226,P002,4,10.46,154.23,176.24,22.01,143.77
V04838,P002,5,22.56,159.98,170.08,10.1,137.42
V04409,P002,1,20.26,163.75,176.16,12.41,143.49
V06499,P002,5,22.23,170.08,180.74,10.66,147.84
V00849,P002,3,23.77,171.89,181.91,10.02,148.12
V02094,P002,2,28.18,175.15,180.81,5.66,146.97
V02132,P002,1,4.71,176.16,205.3,29.14,171.45
V08083,P002,4,15.18,176.24,194.99,18.75,161.07
V08262,P002,5,18.95,180.74,196.02,15.28,161.79
V05141,P002,2,32.74,180.81,182.58,1.77,148.07
V06878,P002,3,17.34,181.91,199.21,17.3,164.57
V08961,P002,2,17.49,182.58,200.12,17.54,165.1
V04136,P002,4,5.52,194.99,224.56,29.57,189.47
V04151,P002,5,10.04,196.02,221.23,25.21,185.98
V04741,P002,3,34.09,199.21,200.41,1.2,165.12
V07527,P002,2,34.57,200.12,201.06,0.94,165.55
V06584,P002,3,8.25,200.41,227.93,27.52,192.15
V07445,P002,2,33.08,201.06,204.01,2.95,167.98
V06454,P002,2,18.93,204.01,221.24,17.23,185.08
V04850,P002,1,11.78,205.3,229.68,24.38,193.52
V01990,P002,5,34.53,221.23,222.96,1.73,186.7
V06701,P002,2,30.0,221.24,227.71,6.47,191.24
V06705,P002,5,25.97,222.96,233.79,10.83,196.99
V00731,P002,4,14.91,224.56,246.51,21.95,209.66
V08071,P002,2,23.02,227.71,241.64,13.93,204.69
V04726,P002,3,4.23,227.93,260.79,32.86,223.69
V04254,P002,1,26.9,229.68,240.05,10.37,202.79
V08056,P002,5,24.01,233.79,247.18,13.39,209.78
V03597,P002,1,16.39,240.05,261.42,21.37,223.66
V00284,P002,2,8.13,241.64,271.38,29.74,233.51
V09168,P002,4,14.66,246.51,269.76,23.25,231.85
V05395,P002,5,33.88,247.18,251.37,4.19,213.29
V07212,P002,5,21.04,251.37,268.5,17.13,230.33
V01252,P002,3,29.46,260.79,269.9,9.11,231.33
V05862,P002,1,24.25,261.42,276.13,14.71,237.17
V02800,P002,5,15.62,268.5,291.86,23.36,252.88
V03290,P002,4,21.49,269.76,287.28,17.52,248.27
V09952,P002,3,31.11,269.9,277.82,7.92,238.79
V00747,P002,2,21.03,271.38,289.45,18.07,250.36
V07209,P002,1,21.23,276.13,294.05,17.92,254.91
V00817,P002,3,29.92,277.82,287.1,9.28,247.9
V03867,P002,3,21.61,287.1,304.76,17.66,265.49
V06518,P002,4,34.29,287.28,292.27,4.99,253.0
V05082,P002,2,9.75,289.45,319.27,29.82,279.7
V07525,P002,5,37.42,291.86,294.1,2.24,254.44
V01812,P002,4,36.53,292.27,295.54,3.27,255.74
V09436,P002,1,17.34,294.05,316.55,22.5,276.71
V06617,P002,5,23.45,294.1,310.51,16.41,270.65
V08576,P002,4,7.2,295.54,328.81,33.27,288.35
V00263,P002,3,10.71,304.76,334.62,29.86,294.05
V04569,P002,5,10.57,310.51,340.58,30.07,299.94
V09738,P002,1,4.22,316.55,353.6,37.05,312.33
V02678,P002,2,7.1,319.27,353.45,34.18,312.17
V03834,P002,4,19.37,328.81,350.76,21.95,309.44
V03084,P002,3,33.32,334.62,342.85,8.23,301.3
V03682,P002,5,7.19,340.58,375.01,34.43,333.38
V06179,P002,3,14.72,342.85,370.29,27.44,328.13
V04723,P002,4,18.45,350.76,374.66,23.9,332.32
V03875,P002,2,5.33,353.45,390.47,37.02,348.12
V05206,P002,1,31.08,353.6,364.92,11.32,322.52
V04291,P002,1,28.64,364.92,378.7,13.78,336.29
V09774,P002,3,20.43,370.29,392.35,22.06,349.86
V06137,P002,4,31.88,374.66,385.43,10.77,342.78
V06738,P002,5,2.35,375.01,415.51,40.5,372.66
V06700,P002,1,37.82,378.7,383.96,5.26,340.88
V03541,P002,1,18.13,383.96,409.03,25.07,365.83
V01671,P002,4,33.58,385.43,395.41,9.98,351.85
V03683,P002,2,38.64,390.47,395.39,4.92,351.83
V09172,P002,3,41.6,392.35,394.4,2.05,350.75
V01808,P002,3,25.38,394.4,412.76,18.36,369.01
V02835,P002,2,37.16,395.39,402.06,6.67,358.23
V08925,P002,4,16.93,395.41,422.36,26.95,378.48
V06781,P002,2,28.74,402.06,417.22,15.16,373.32
V01381,P002,1,15.18,409.03,438.0,28.97,393.85
V08631,P002,3,32.59,412.76,424.61,11.85,380.17
V05885,P002,5,27.1,415.51,433.14,17.63,388.41
V00398,P002,2,25.56,417.22,436.91,19.69,391.66
V05667,P002,4,44.89,422.36,423.21,0.85,377.48
V05334,P002,4,17.87,423.21,451.09,27.88,405.35
V07349,P002,3,41.7,424.61,428.84,4.23,382.9
V03072,P002,3,30.14,428.84,444.97,16.13,398.7
V04184,P002,5,28.64,433.14,451.26,18.12,404.5
V02477,P002,2,16.16,436.91,467.76,30.85,420.76
V07761,P002,1,37.59,438.0,447.55,9.55,400.41
V04148,P002,3,36.22,444.97,455.99,11.02,408.75
V08039,P002,1,21.77,447.55,473.07,25.52,425.78
V01116,P002,4,28.5,451.09,469.9,18.81,422.59
V07262,P002,5,16.07,451.26,482.53,31.27,435.19
V07465,P002,3,28.22,455.99,475.3,19.31,427.77
V00665,P002,2,8.18,467.76,507.42,39.66,459.58
V07731,P002,4,38.27,469.9,479.49,9.59,431.63
V08891,P002,1,24.41,473.07,496.58,23.51,448.66
V08376,P002,3,18.78,475.3,504.45,29.15,456.51
V06931,P002,4,20.29,479.49,507.21,27.72,459.2
V09944,P002,5,33.61,482.53,497.18,14.65,448.92
V08081,P002,1,28.14,496.58,516.72,20.14,468.44
V00388,P002,5,11.3,497.18,534.26,37.08,485.88
V08827,P002,3,37.16,504.45,515.68,11.23,467.28
V09876,P002,4,11.75,507.21,543.87,36.66,495.47
V09813,P002,2,13.51,507.42,542.35,34.93,493.92
V00570,P002,3,22.48,515.68,541.67,25.99,493.2
V06375,P002,1,28.0,516.72,537.54,20.82,488.72
V02040,P002,5,26.96,534.26,556.49,22.23,507.3
V05552,P002,1,33.13,537.54,553.86,16.32,504.41
V07763,P002,3,33.7,541.67,557.99,16.32,507.97
V02613,P002,2,24.62,542.35,567.93,25.58,517.73
V07934,P002,4,40.15,543.87,554.45,10.58,503.72
V06709,P002,1,39.93,553.86,564.67,10.81,513.93
V03466,P002,4,43.38,554.45,561.82,7.37,511.08
V04402,P002,5,40.51,556.49,566.73,10.24,515.98
V00430,P002,3,9.53,557.99,599.32,41.33,548.46
V09507,P002,4,8.44,561.82,604.29,42.47,553.38
V05410,P002,1,46.41,564.67,569.27,4.6,518.27
V00783,P002,5,15.28,566.73,602.73,36.0,551.45
V08404,P002,2,35.22,567.93,584.1,16.17,532.71
V09617,P002,1,41.49,569.27,579.22,9.95,527.78
V03544,P002,1,19.85,579.22,610.97,31.75,559.37
V03409,P002,2,25.97,584.1,609.83,25.73,558.13
V03626,P002,3,21.3,599.32,629.74,30.42,578.02
V05995,P002,5,7.31,602.73,647.19,44.46,595.42
V09560,P002,4,49.53,604.29,606.64,2.35,554.76
V01491,P002,4,13.94,606.64,644.62,37.98,592.71
V02261,P002,2,35.55,609.83,626.31,16.48,574.28
V06815,P002,1,30.83,610.97,632.37,21.4,580.14
V08559,P002,2,43.72,626.31,634.93,8.62,582.59
V03017,P002,3,38.86,629.74,643.3,13.56,590.87
V01550,P002,1,30.2,632.37,654.75,22.38,602.17
V03147,P002,2,40.7,634.93,646.84,11.91,594.23
V07544,P002,3,44.07,643.3,651.95,8.65,599.23
V06563,P002,4,12.7,644.62,684.69,40.07,631.92
V05840,P002,2,32.46,646.84,667.26,20.42,614.38
V09933,P002,5,24.04,647.19,676.04,28.85,623.15
V01828,P002,3,45.53,651.95,659.48,7.53,606.42
V09782,P002,1,26.06,654.75,681.86,27.11,628.7
V08060,P002,3,41.52,659.48,671.27,11.79,617.95
V09916,P002,2,47.74,667.26,673.11,5.85,619.52
V08699,P002,3,43.76,671.27,681.22,9.95,627.51
V07742,P002,2,24.8,673.11,702.45,29.34,648.31
V00497,P002,5,38.77,676.04,691.6,15.56,637.27
V03247,P002,3,43.44,681.22,692.42,11.2,637.78
V05807,P002,1,39.86,681.86,696.78,14.92,642.0
V00676,P002,4,52.31,684.69,687.38,2.69,632.38
V09048,P002,4,42.69,687.38,699.87,12.49,644.7
V02022,P002,5,36.68,691.6,710.16,18.56,654.91
V02648,P002,3,50.58,692.42,697.14,4.72,641.83
V05317,P002,1,38.96,696.78,713.21,16.43,657.82
V09352,P002,3,42.53,697.14,710.23,13.09,654.61
V09389,P002,4,37.01,699.87,718.49,18.62,662.87
V07256,P002,2,30.16,702.45,727.94,25.49,672.29
V04891,P002,5,19.75,710.16,746.15,35.99,690.41
V01764,P002,3,46.16,710.23,719.97,9.74,664.07
V07697,P002,1,47.97,713.21,721.17,7.96,665.25
V07481,P002,4,22.74,718.49,751.76,33.27,695.75
V03876,P002,3,52.01,719.97,724.02,4.05,667.95
V08916,P002,1,33.38,721.17,744.14,22.97,687.79
V06027,P002,3,49.32,724.02,731.28,7.26,674.7
V05598,P002,2,36.32,727.94,748.39,20.45,691.62
V03737,P002,3,32.11,731.28,756.1,24.82,699.17
V04025,P002,1,42.22,744.14,758.94,14.8,701.92
V00110,P002,5,12.58,746.15,790.61,44.46,733.57
V03219,P002,2,35.54,748.39,770.11,21.72,712.86
V00426,P002,4,28.42,751.76,780.8,29.04,723.34
V08293,P002,3,9.73,756.1,803.86,47.76,746.37
V04532,P002,1,10.91,758.94,805.64,46.7,748.03
V03373,P002,2,39.29,770.11,788.64,18.53,730.82
V08978,P002,4,41.23,780.8,798.08,17.28,739.58
V02304,P002,2,20.85,788.64,826.42,37.78,767.8
V08225,P002,5,37.44,790.61,811.9,21.29,753.17
V03380,P002,4,38.41,798.08,818.65,20.57,759.67
V00634,P002,3,44.27,803.86,818.59,14.73,759.59
V02315,P002,1,56.73,805.64,808.16,2.52,748.91
V06928,P002,1,57.69,808.16,810.09,1.93,750.48
V09129,P002,1,32.14,810.09,837.6,27.51,777.95
V06480,P002,5,11.97,811.9,859.66,47.76,799.93
V07461,P002,3,53.65,818.59,824.73,6.14,764.94
V00891,P002,4,35.75,818.65,842.7,24.05,782.9
V07300,P002,3,35.22,824.73,849.53,24.8,789.51
V02637,P002,2,52.51,826.42,833.98,7.56,773.91
V02542,P002,2,55.12,833.98,839.28,5.3,778.87
V05879,P002,1,55.97,837.6,842.15,4.55,781.63
V01965,P002,2,37.92,839.28,862.17,22.89,801.36
V00606,P002,1,44.97,842.15,858.2,16.05,797.18
V06218,P002,4,22.5,842.7,881.3,38.6,820.2
V04476,P002,3,33.39,849.53,877.31,27.78,816.14
V01834,P002,1,35.27,858.2,884.25,26.05,822.94
V06516,P002,5,16.65,859.66,905.04,45.38,843.01
V01833,P002,2,31.12,862.17,893.15,30.98,831.05
V06303,P002,3,40.01,877.31,899.43,22.12,837.3
V03820,P002,4,54.27,881.3,889.21,7.91,827.03
V05019,P002,1,55.73,884.25,890.84,6.59,828.53
V02111,P002,4,20.75,889.21,930.79,41.58,868.46
V00010,P002,1,37.62,890.84,915.91,25.07,853.22
V09429,P002,2,35.32,893.15,920.71,27.56,857.83
V00508,P002,3,54.42,899.43,908.22,8.79,845.0
V00232,P002,5,42.06,905.04,926.3,21.26,862.98
V04146,P002,3,39.47,908.22,932.19,23.97,868.75
V08747,P002,1,25.43,915.91,953.97,38.06,890.48
V08496,P002,2,48.01,920.71,936.63,15.92,872.7
V05645,P002,5,53.79,926.3,936.53,10.23,872.5
V07082,P002,4,46.54,930.79,948.62,17.83,884.26
V08656,P002,3,29.93,932.19,966.63,34.44,902.26
V04795,P002,5,32.29,936.53,968.96,32.43,904.24
V03462,P002,2,19.87,936.63,981.75,45.12,916.76
V04583,P002,4,55.52,948.62,958.19,9.57,893.1
V02057,P002,1,24.88,953.97,994.2,40.23,929.1
V01359,P002,4,17.93,958.19,1005.47,47.28,940.26
V07163,P002,3,39.96,966.63,992.01,25.38,926.66
V08562,P002,5,53.12,968.96,981.3,12.34,915.84
V03077,P002,5,48.72,981.3,998.68,17.38,932.58
V09011,P002,2,18.25,981.75,1029.63,47.88,963.5
V06304,P002,3,62.48,992.01,995.84,3.83,929.53
V03906,P002,1,37.8,994.2,1023.2,29.0,956.4
V08116,P002,3,36.57,995.84,1026.13,30.29,959.26
V08114,P002,5,44.39,998.68,1021.23,22.55,954.29
V09553,P002,4,38.01,1005.47,1034.73,29.26,967.46
V04774,P002,5,54.21,1021.23,1034.33,13.1,967.02
V06059,P002,1,60.96,1023.2,1029.92,6.72,962.25
V02420,P002,3,31.9,1026.13,1061.98,35.85,994.23
V02668,P002,2,35.85,1029.63,1061.64,32.01,993.79
V07335,P002,1,37.77,1029.92,1060.04,30.12,992.15
V06070,P002,5,31.41,1034.33,1071.38,37.05,1002.92
V02359,P002,4,58.81,1034.73,1044.56,9.83,975.93
V09060,P002,4,12.28,1044.56,1101.19,56.63,1032.28
V02643,P002,1,40.84,1060.04,1088.34,28.3,1019.21
V05915,P002,2,28.19,1061.64,1102.87,41.23,1033.46
V06767,P002,3,62.73,1061.98,1069.03,7.05,999.24
V07998,P002,3,26.61,1069.03,1112.48,43.45,1042.42
V02123,P002,5,58.01,1071.38,1083.59,12.21,1013.37
V03460,P002,5,56.43,1083.59,1097.9,14.31,1027.16
V03390,P002,1,67.29,1088.34,1091.86,3.52,1021.06
V09534,P002,1,42.78,1091.86,1120.21,28.35,1049.09
V01087,P002,5,30.72,1097.9,1138.38,40.48,1067.18
V05129,P002,4,19.06,1101.19,1153.35,52.16,1082.13
V04694,P002,2,30.61,1102.87,1143.51,40.64,1072.26
V01327,P002,3,16.57,1112.48,1167.18,54.7,1095.91
V05007,P002,1,68.73,1120.21,1122.87,2.66,1051.48
V07743,P002,1,43.08,1122.87,1151.22,28.35,1079.79
V01695,P002,5,35.45,1138.38,1174.48,36.1,1102.93
V06333,P002,2,30.86,1143.51,1184.34,40.83,1112.65
V05029,P002,1,49.88,1151.22,1173.13,21.91,1101.34
V05188,P002,4,27.18,1153.35,1198.02,44.67,1126.18
V09796,P002,3,30.22,1167.18,1209.11,41.93,1136.96
V04466,P002,1,34.11,1173.13,1211.33,38.2,1139.03
V02956,P002,5,38.24,1174.48,1208.56,34.08,1136.24
V01336,P002,2,41.77,1184.34,1215.48,31.14,1142.57
V05452,P002,4,24.32,1198.02,1246.62,48.6,1173.7
V06172,P002,5,37.13,1208.56,1244.6,36.04,1171.43
V08681,P002,3,5.63,1209.11,1276.8,67.69,1203.47
V09366,P002,1,39.89,1211.33,1244.98,33.65,1171.44
V09426,P002,2,56.49,1215.48,1232.97,17.49,1158.99
V02222,P002,2,67.13,1232.97,1240.12,7.15,1165.84
V00693,P002,2,25.42,1240.12,1289.47,49.35,1214.7
V01080,P002,5,47.92,1244.6,1271.82,27.22,1196.68
V03154,P002,1,35.2,1244.98,1285.08,40.1,1209.79
V06315,P002,4,28.37,1246.62,1293.89,47.27,1218.26
V08593,P002,5,33.66,1271.82,1314.19,42.37,1238.16
V09449,P002,3,34.92,1276.8,1317.96,41.16,1241.87
V07081,P002,1,26.17,1285.08,1335.55,50.47,1258.92
V04190,P002,2,44.11,1289.47,1322.11,32.64,1245.36
V05442,P002,4,24.5,1293.89,1346.47,52.58,1269.39
V00409,P002,5,54.6,1314.19,1336.81,22.62,1259.58
V04366,P002,3,48.13,1317.96,1347.29,29.33,1269.83
V00249,P002,2,44.48,1322.11,1355.34,33.23,1277.64
V03726,P002,1,44.46,1335.55,1369.0,33.45,1291.1
V02837,P002,5,47.61,1336.81,1367.29,30.48,1289.2
V09739,P002,4,18.45,1346.47,1406.51,60.04,1328.03
V06531,P002,3,30.02,1347.29,1395.87,48.58,1317.26
V02075,P002,2,64.44,1355.34,1369.75,14.41,1290.9
V07494,P002,5,72.95,1367.29,1373.36,6.07,1294.33
V01448,P002,1,62.63,1369.0,1385.64,16.64,1306.37
V09175,P002,2,29.73,1369.75,1419.31,49.56,1340.03
V09347,P002,5,73.74,1373.36,1379.45,6.09,1299.62
V03091,P002,5,45.59,1379.45,1414.01,34.56,1333.86
V02926,P002,1,71.9,1385.64,1394.58,8.94,1313.74
V02917,P002,1,58.21,1394.58,1417.37,22.79,1336.37
V07728,P002,3,46.32,1395.87,1431.16,35.29,1349.55
V05464,P002,4,29.98,1406.51,1458.97,52.46,1376.54
V07154,P002,5,53.77,1414.01,1442.77,28.76,1360.24
V04161,P002,1,58.45,1417.37,1441.63,24.26,1358.92
V03978,P002,2,46.7,1419.31,1455.47,36.16,1372.61
V04473,P002,3,26.79,1431.16,1487.59,56.43,1404.36
V01071,P002,1,28.65,1441.63,1496.24,54.61,1412.98
V00552,P002,5,65.37,1442.77,1460.77,18.0,1377.4
V07146,P002,2,42.07,1455.47,1497.04,41.57,1413.4
V01431,P002,4,45.3,1458.97,1497.44,38.47,1413.67
V08553,P002,5,43.25,1460.77,1501.43,40.66,1417.52
V07018,P002,3,11.86,1487.59,1559.9,72.31,1475.73
V07848,P002,1,40.36,1496.24,1540.5,44.26,1455.89
V01281,P002,2,55.72,1497.04,1526.39,29.35,1441.33
V00835,P002,4,35.24,1497.44,1547.34,49.9,1462.2
V05042,P002,5,80.48,1501.43,1506.41,4.98,1420.95
V01124,P002,5,47.46,1506.41,1544.72,38.31,1458.95
V06091,P002,2,38.12,1526.39,1574.05,47.66,1488.27
V02539,P002,1,67.62,1540.5,1559.39,18.89,1472.88
V07662,P002,5,45.17,1544.72,1586.62,41.9,1499.54
V06092,P002,4,47.27,1547.34,1587.17,39.83,1500.07
V04308,P002,1,63.12,1559.39,1583.87,24.48,1496.27
V03328,P002,3,46.07,1559.9,1601.49,41.59,1513.82
V05704,P002,2,35.5,1574.05,1626.23,52.18,1538.55
V00379,P002,1,41.06,1583.87,1630.55,46.68,1542.81
V08494,P002,5,55.7,1586.62,1619.03,32.41,1530.92
V04383,P002,4,51.0,1587.17,1624.29,37.12,1536.18
V04969,P002,3,71.14,1601.49,1618.54,17.05,1530.35
V05486,P002,3,50.29,1618.54,1657.65,39.11,1568.25
V03931,P002,5,72.48,1619.03,1636.02,16.99,1546.55
V01743,P002,4,65.62,1624.29,1648.23,23.94,1558.68
V06921,P002,2,54.66,1626.23,1661.28,35.05,1571.57
V06757,P002,1,62.54,1630.55,1658.16,27.61,1568.01
V07629,P002,5,53.72,1636.02,1672.95,36.93,1582.3
V02498,P002,4,55.29,1648.23,1683.72,35.49,1592.94
V04947,P002,3,79.54,1657.65,1669.13,11.48,1578.11
V05245,P002,1,74.04,1658.16,1675.29,17.13,1584.12
V01933,P002,2,68.72,1661.28,1684.27,22.99,1592.56
V04304,P002,3,61.17,1669.13,1699.74,30.61,1607.96
V02474,P002,5,60.95,1672.95,1704.01,31.06,1612.0
V09066,P002,1,47.95,1675.29,1719.36,44.07,1627.34
V02815,P002,4,79.98,1683.72,1695.84,12.12,1603.74
V00231,P002,2,53.94,1684.27,1722.69,38.42,1630.33
V08337,P002,4,48.89,1695.84,1739.59,43.75,1646.96
V09143,P002,3,55.25,1699.74,1737.14,37.4,1644.48
V04585,P002,5,38.74,1704.01,1758.31,54.3,1665.27
V02186,P002,1,50.89,1719.36,1761.82,42.46,1668.48
V05393,P002,2,75.79,1722.69,1741.1,18.41,1646.9
V04750,P002,3,36.34,1737.14,1795.48,58.34,1700.8
V01857,P002,4,49.97,1739.59,1784.99,45.4,1689.63
V05454,P002,2,30.73,1741.1,1806.07,64.97,1710.37
V06239,P002,5,60.92,1758.31,1793.4,35.09,1697.39
V01045,P002,1,69.47,1761.82,1788.78,26.96,1692.35
V03723,P002,4,86.84,1784.99,1794.67,9.68,1698.15
V09386,P002,1,43.63,1788.78,1842.21,53.43,1745.15
V07901,P002,5,73.1,1793.4,1818.54,25.14,1720.29
V06215,P002,4,63.59,1794.67,1829.6,34.93,1731.09
V09753,P002,3,61.93,1795.48,1832.16,36.68,1733.55
V05642,P002,2,60.63,1806.07,1844.12,38.05,1745.45
V09561,P002,5,65.38,1818.54,1851.86,33.32,1753.16
