vessel_id,vessel_type,cargo_quantity_tons,port_efficiency,plant_priority,unloading_time_hours
V00503,Cargo,12026.498565366664,Medium,Medium,15.03
V00504,Bulk Carrier,24854.085606888097,Low,Low,34.3
V00505,Tanker,15856.646545362886,Low,Medium,12.69
V00506,Cargo,9497.298089179114,Medium,High,10.09
V00507,Bulk Carrier,25454.575674962696,High,High,17.31
V00508,Tanker,16479.08477566859,High,Medium,8.79
V00509,Bulk Carrier,13276.328337084029,High,High,9.03
V00510,Container,23467.278163298848,High,Low,17.99
V00511,Cargo,7097.570775067571,Low,Medium,10.65
V00512,Container,46423.41378723266,High,Low,35.59
V00513,Tanker,43451.25384700233,Medium,Low,33.31
V00514,Container,35527.2189941565,Medium,Medium,29.61
V00515,Container,5757.584465628583,Medium,Medium,4.8
V00516,Tanker,38905.92409624981,Medium,High,22.05
V00517,Bulk Carrier,40493.88774139644,High,High,27.54
V00518,Container,38504.34857685972,Low,Medium,38.5
V00519,Bulk Carrier,6141.311412402438,High,Medium,4.91
V00520,Container,32373.443874854354,Low,High,27.52
V00521,Bulk Carrier,41799.07738959523,High,High,28.42
V00522,Tanker,29078.99336037355,Low,High,19.77
V00523,Container,32497.165073790406,Medium,Medium,27.08
V00524,Tanker,23188.992231602155,Medium,Medium,15.46
V00525,Container,26671.012334260606,Low,High,22.67
V00526,Tanker,2201.654488410398,Low,Low,2.03
V00527,Tanker,32128.66958767759,Low,Low,29.56
V00528,Container,4531.63703811238,Medium,High,3.21
V00529,Container,22033.22241984106,Medium,Medium,18.36
V00530,Container,14986.427334536687,High,Medium,9.99
V00531,Cargo,27498.6835354798,Low,Low,47.44
V00532,Bulk Carrier,7104.108608398751,Low,High,7.25
V00533,Cargo,34736.34839767925,Low,Low,59.92
V00534,Cargo,39853.071077959285,Medium,Low,57.29
V00535,Tanker,8586.045262286247,Low,High,5.84
V00536,Container,5663.497823918167,Low,Low,6.51
V00537,Bulk Carrier,7703.016397974278,Medium,Medium,7.7
V00538,Tanker,43917.81431397583,Low,Low,40.4
V00539,Cargo,26645.368456939632,High,High,22.65
V00540,Container,23629.419302371378,Medium,Medium,19.69
V00541,Tanker,5782.235045566536,Medium,Medium,3.85
V00542,Container,32653.02233446961,Medium,Low,31.29
V00543,Tanker,43465.97979880695,High,Medium,23.18
V00544,Container,41495.20053151092,Medium,High,29.39
V00545,Cargo,31489.708094549664,Medium,Low,45.27
V00546,Bulk Carrier,4226.296474257844,Medium,Medium,4.23
V00547,Cargo,6063.652845212642,Medium,High,6.44
V00548,Bulk Carrier,2940.7948619363215,High,Low,2.71
V00549,Container,13245.221216377231,Low,High,11.26
V00550,Tanker,7215.242624438699,Low,Medium,5.77
V00551,Cargo,13372.377992495478,Medium,Low,19.22
V00552,Bulk Carrier,19560.373758088605,High,Low,18.0
V00553,Cargo,47177.647811521216,Medium,Medium,58.97
V00554,Bulk Carrier,30713.614959193757,Low,High,31.33
V00555,Cargo,41831.20239130664,Low,Medium,62.75
V00556,Bulk Carrier,35662.39928526044,High,Low,32.81
V00557,Bulk Carrier,6068.904961068271,Low,Low,8.38
V00558,Container,36928.06011551047,Medium,Medium,30.77
V00559,Bulk Carrier,14117.39463717666,High,High,9.6
V00560,Container,32135.838426237966,Low,Medium,32.14
V00561,Bulk Carrier,17377.617695327932,Medium,High,14.77
V00562,Tanker,49884.77703160063,High,High,22.61
V00563,Tanker,13545.798235090502,Medium,Low,10.39
V00564,Tanker,14316.958303326348,Low,High,9.74
V00565,Bulk Carrier,46568.27665033872,Medium,Low,53.55
V00566,Container,1719.8980294979722,High,High,0.97
V00567,Container,34986.10489972324,Medium,High,24.78
V00568,Bulk Carrier,36403.656341425965,Low,Low,50.24
V00569,Tanker,41900.73958181477,High,High,19.0
V00570,Tanker,48734.74587660453,High,Medium,25.99
V00571,Container,48792.29499825429,Low,High,41.47
V00572,Tanker,3731.1994995399627,Medium,Low,2.86
V00573,Cargo,41181.046476268675,Medium,Low,59.2
V00574,Container,32492.341716040377,Low,Medium,32.49
V00575,Tanker,32543.435651468015,High,High,14.75
V00576,Container,6853.321367427393,Low,Medium,6.85
V00577,Cargo,32684.26473905984,High,High,27.78
V00578,Container,49132.88773976177,High,Medium,32.76
V00579,Container,45635.01919220263,Medium,Low,43.73
V00580,Container,22236.9677098401,Low,Low,25.57
V00581,Container,2477.42467766167,High,Medium,1.65
V00582,Cargo,18433.52775501014,Medium,High,19.59
V00583,Bulk Carrier,41406.32042422748,Low,High,42.23
V00584,Container,35224.20552252572,Low,Low,40.51
V00585,Container,23237.51095190084,High,High,13.17
V00586,Tanker,3227.525990362139,High,Medium,1.72
V00587,Container,21631.28902725348,High,Medium,14.42
V00588,Tanker,23716.734516035234,Low,High,16.13
V00589,Bulk Carrier,46463.49887825973,High,Low,42.75
V00590,Cargo,32233.76212731689,Low,Low,55.6
V00591,Cargo,15926.81937440512,Medium,Low,22.89
V00592,Bulk Carrier,26503.254090310707,Low,Low,36.57
V00593,Cargo,3769.7377371969233,High,Low,4.34
V00594,Bulk Carrier,48642.12766466197,Low,Medium,58.37
V00595,Bulk Carrier,18322.96514557094,High,High,12.46
V00596,Bulk Carrier,24154.434068200222,Medium,Medium,24.15
V00597,Cargo,18086.556724727667,High,Low,20.8
V00598,Tanker,34284.330640751905,High,Low,21.03
V00599,Bulk Carrier,33280.491837314854,High,High,22.63
V00600,Container,35908.454371192216,High,High,20.35
V00601,Cargo,13773.089865790082,High,High,11.71
V00602,Bulk Carrier,16125.589817621267,High,Medium,12.9
V00603,Bulk Carrier,6699.935939262294,Medium,High,5.69
V00604,Container,32947.74360638257,Medium,Medium,27.46
V00605,Tanker,2469.957803114801,Low,Low,2.27
V00606,Tanker,30085.275608411222,High,Medium,16.05
V00607,Tanker,43549.946300155876,Low,High,29.61
V00608,Bulk Carrier,44596.19134033686,Medium,Medium,44.6
V00609,Bulk Carrier,22727.369138313104,Medium,Medium,22.73
V00610,Bulk Carrier,23235.53256654715,High,Medium,18.59
V00611,Cargo,4309.97455889686,High,High,3.66
V00612,Container,33702.86875943027,Low,Medium,33.7
V00613,Bulk Carrier,41152.34130845585,Medium,High,34.98
V00614,Container,12610.425202933295,Low,Medium,12.61
V00615,Container,21354.39364085155,Low,Medium,21.35
V00616,Tanker,42022.54716988088,Low,Medium,33.62
V00617,Cargo,43917.463149283256,High,High,37.33
V00618,Bulk Carrier,12537.409023079184,Medium,High,10.66
V00619,Tanker,27753.246409797528,Low,High,18.87
V00620,Tanker,10028.410956473439,Medium,Low,7.69
V00621,Bulk Carrier,5542.998824908049,Medium,High,4.71
V00622,Container,45600.4648189019,Low,Medium,45.6
V00623,Tanker,41115.121459489405,Low,Low,37.83
V00624,Container,38121.72763925711,High,High,21.6
V00625,Cargo,2913.9327812504507,Medium,High,3.1
V00626,Container,42264.57523915775,Low,Low,48.6
V00627,Cargo,22183.181757316495,Low,Low,38.27
V00628,Container,17448.55860314505,Medium,High,12.36
V00629,Tanker,27550.579870756133,Low,Low,25.35
V00630,Tanker,5021.985514816013,Medium,Medium,3.35
V00631,Cargo,37954.00419294374,Low,Medium,56.93
V00632,Bulk Carrier,29330.536305970647,Medium,Medium,29.33
V00633,Cargo,9736.209795221792,Low,High,12.41
V00634,Cargo,9817.493888567757,Low,Medium,14.73
V00635,Container,9620.308252847375,High,Low,7.38
V00636,Container,3321.618183820732,Medium,Medium,2.77
V00637,Cargo,29596.0232438984,High,Low,34.04
V00638,Tanker,42097.23479063115,Low,Medium,33.68
V00639,Container,1366.1615923757358,Medium,Low,1.31
V00640,Bulk Carrier,2925.7299260780405,Medium,Medium,2.93
V00641,Container,28852.128696003816,Low,Medium,28.85
V00642,Container,41065.03642660959,Low,Medium,41.07
V00643,Bulk Carrier,16673.575083147363,Low,Low,23.01
V00644,Cargo,17805.912740982247,Low,Low,30.72
V00645,Bulk Carrier,30019.15162609041,Medium,Medium,30.02
V00646,Cargo,14073.538011645276,High,Low,16.18
V00647,Cargo,1817.1141208453646,Medium,Low,2.61
V00648,Cargo,36893.811646029004,Medium,High,39.2
V00649,Bulk Carrier,31469.670690601928,Medium,Medium,31.47
V00650,Cargo,29247.421953255125,Medium,Low,42.04
V00651,Tanker,37213.36438509524,Low,Low,34.24
V00652,Bulk Carrier,33923.92645932086,High,Low,31.21
V00653,Tanker,10691.158414826898,Medium,Low,8.2
V00654,Cargo,17947.81182369588,Medium,High,19.07
V00655,Container,6742.452013091937,High,Low,5.17
V00656,Cargo,6927.922164185111,Low,Low,11.95
V00657,Tanker,33971.68944464869,Medium,High,19.25
V00658,Tanker,43000.70529563366,Low,Medium,34.4
V00659,Bulk Carrier,48155.262901126385,Medium,Medium,48.16
V00660,Container,31603.182318697498,Medium,High,22.39
V00661,Bulk Carrier,9613.01550636737,High,Medium,7.69
V00662,Tanker,5729.6920997220695,High,Medium,3.06
V00663,Cargo,40736.12309106951,Low,High,51.94
V00664,Container,29148.445579819963,Medium,Low,27.93
V00665,Cargo,31105.10854017913,Low,High,39.66
V00666,Cargo,39182.37339335811,High,High,33.31
V00667,Container,35312.22277275635,High,High,20.01
V00668,Bulk Carrier,41805.68351637678,High,High,28.43
V00669,Cargo,3282.5883202639848,High,High,2.79
V00670,Tanker,37502.27151895199,High,Low,23.0
V00671,Cargo,42617.211487443725,Low,Medium,63.93
V00672,Container,14663.68460168656,Low,High,12.46
V00673,Container,32202.140062666018,High,Low,24.69
V00674,Container,16051.022159930119,Medium,High,11.37
V00675,Bulk Carrier,47919.567790881476,Medium,Low,55.11
V00676,Cargo,2154.466835557436,Medium,Medium,2.69
V00677,Bulk Carrier,29199.745769731275,Medium,Low,33.58
V00678,Bulk Carrier,8741.925578950997,Medium,Low,10.05
V00679,Container,35754.90015626935,High,Medium,23.84
V00680,Container,9206.569029223774,Low,Medium,9.21
V00681,Bulk Carrier,12151.471463968699,High,Low,11.18
V00682,Cargo,24971.355146765025,Medium,High,26.53
V00683,Tanker,45784.33002484547,Medium,High,25.94
V00684,Bulk Carrier,10979.861421324556,Low,Medium,13.18
V00685,Cargo,7639.881045346125,High,High,6.49
V00686,Container,38069.353176774515,Low,Medium,38.07
V00687,Container,25280.666850529582,Medium,Low,24.23
V00688,Cargo,45633.36306289768,Medium,Low,65.6
V00689,Tanker,7757.420579412194,Low,High,5.28
V00690,Container,32473.430704640446,Medium,Medium,27.06
V00691,Container,12027.517734514844,High,High,6.82
V00692,Container,8259.641218256145,Medium,High,5.85
V00693,Cargo,34329.756050284894,Medium,Low,49.35
V00694,Bulk Carrier,29887.388685482296,High,High,20.32
V00695,Container,37863.9591889354,Medium,Low,36.29
V00696,Bulk Carrier,15818.397534086027,Low,Medium,18.98
V00697,Tanker,22674.596990918402,Low,High,15.42
V00698,Container,20570.847978355716,Medium,Low,19.71
V00699,Container,49212.428466342455,High,High,27.89
V00700,Tanker,14966.3233585997,High,Medium,7.98
V00701,Container,15093.45329816496,Low,High,12.83
V00702,Bulk Carrier,18050.136337016065,Medium,High,15.34
V00703,Cargo,28447.407023870914,High,Low,32.71
V00704,Bulk Carrier,12989.97584105539,High,Medium,10.39
V00705,Cargo,45806.85204877406,Low,Medium,68.71
V00706,Cargo,13651.435460880042,Low,Medium,20.48
V00707,Bulk Carrier,44842.878712229634,High,High,30.49
V00708,Bulk Carrier,5622.01565050594,Low,Low,7.76
V00709,Bulk Carrier,32999.85376878279,High,High,22.44
V00710,Bulk Carrier,45395.783162693064,Medium,High,38.59
V00711,Tanker,8853.097200712362,Low,High,6.02
V00712,Container,48432.18452491312,Low,Medium,48.43
V00713,Cargo,22917.726340567828,Medium,Low,32.94
V00714,Bulk Carrier,47312.89786783071,High,Medium,37.85
V00715,Bulk Carrier,34002.59215968732,High,High,23.12
V00716,Bulk Carrier,15428.5500587408,Low,High,15.74
V00717,Tanker,9820.974983396767,High,Low,6.02
V00718,Bulk Carrier,15534.88478814242,High,Medium,12.43
V00719,Bulk Carrier,5104.361758502412,Medium,High,4.34
V00720,Bulk Carrier,7621.464333994823,Medium,High,6.48
V00721,Container,5680.6917971508165,Medium,Low,5.44
V00722,Tanker,21435.705415207107,Low,High,14.58
V00723,Bulk Carrier,39881.12962475053,Medium,Medium,39.88
V00724,Cargo,7498.485933708839,Medium,Medium,9.37
V00725,Cargo,6950.861442030626,High,High,5.91
V00726,Cargo,32349.733001107874,Medium,High,34.37
V00727,Tanker,10260.557607419281,Low,High,6.98
V00728,Tanker,5331.696886395084,Medium,Low,4.09
V00729,Cargo,8759.004621176093,Low,Low,15.11
V00730,Bulk Carrier,46224.704095900415,High,Medium,36.98
V00731,Tanker,41162.82701242145,High,Medium,21.95
V00732,Cargo,18026.195836577157,Medium,High,19.15
V00733,Cargo,32963.12798270595,High,High,28.02
V00734,Bulk Carrier,27095.145846567884,Medium,High,23.03
V00735,Container,34017.65104238691,High,Low,26.08
V00736,Tanker,34292.22204690659,Low,Low,31.55
V00737,Bulk Carrier,31622.333745469652,High,High,21.5
V00738,Cargo,13672.017742596776,Medium,High,14.53
V00739,Cargo,2430.817827759497,Medium,Medium,3.04
V00740,Bulk Carrier,23050.555708510386,Medium,Low,26.51
V00741,Tanker,44603.207292189836,Low,High,30.33
V00742,Container,28690.114296669508,High,Low,22.0
V00743,Container,41703.356564244445,Medium,High,29.54
V00744,Cargo,49585.404976580794,Low,High,63.22
V00745,Tanker,8599.002104844676,Low,Medium,6.88
V00746,Container,34742.99313752812,Low,Medium,34.74
V00747,Tanker,33877.53189815122,High,Medium,18.07
V00748,Tanker,49007.79464423478,High,High,22.22
V00749,Cargo,49287.23633066362,High,Medium,49.29
V00750,Container,34490.59128034441,Low,High,29.32
V00751,Bulk Carrier,12558.932203118617,High,Low,11.55
V00752,Cargo,40028.513987464656,Medium,Low,57.54
V00753,Container,5797.942143446386,Low,High,4.93
V00754,Container,39144.61555649562,High,Medium,26.1
V00755,Container,45554.70814516247,Low,Medium,45.55
V00756,Container,19450.253041037544,Low,Low,22.37
V00757,Container,31716.44710166248,High,High,17.97
V00758,Tanker,21792.0652387929,Low,High,14.82
V00759,Cargo,22169.37022191236,High,High,18.84
V00760,Tanker,15863.359010851942,High,Low,9.73
V00761,Bulk Carrier,38225.41621229107,High,Low,35.17
V00762,Container,46840.73992624201,Low,Medium,46.84
V00763,Cargo,47067.16753210583,Low,High,60.01
V00764,Container,9151.673601309225,High,High,5.19
V00765,Cargo,43799.81065800002,Low,High,55.84
V00766,Tanker,37002.85635064255,High,High,16.77
V00767,Cargo,13015.451334169318,Medium,Low,18.71
V00768,Bulk Carrier,3830.58833961497,Low,Medium,4.6
V00769,Bulk Carrier,13765.86471077671,Low,Low,19.0
V00770,Cargo,45654.307720685516,Medium,Medium,57.07
V00771,Cargo,31842.34440734073,Medium,High,33.83
V00772,Cargo,36192.20571444466,Medium,High,38.45
V00773,Cargo,13229.041379900244,High,High,11.24
V00774,Bulk Carrier,36109.7137009536,High,High,24.55
V00775,Container,1892.014560757226,Medium,High,1.34
V00776,Cargo,19078.406615764183,High,Low,21.94
V00777,Cargo,31524.290752845394,Low,Medium,47.29
V00778,Bulk Carrier,7731.779994295351,Medium,Low,8.89
V00779,Bulk Carrier,41238.67693512327,Low,High,42.06
V00780,Tanker,12134.049291189973,High,Medium,6.47
V00781,Cargo,32787.91508451309,Medium,Medium,40.98
V00782,Tanker,20557.25855747882,High,High,9.32
V00783,Bulk Carrier,30004.157976143535,Low,Medium,36.0
V00784,Bulk Carrier,5818.8023551309525,High,Low,5.35
V00785,Container,1337.1835961195625,Low,Low,1.54
V00786,Cargo,45523.43915532491,High,Low,52.35
V00787,Tanker,13846.685433975548,Low,Low,12.74
V00788,Bulk Carrier,41074.01163763273,High,Medium,32.86
V00789,Bulk Carrier,49967.83987337391,Medium,Low,57.46
V00790,Tanker,10965.847270946102,Medium,Medium,7.31
V00791,Container,13625.951688576102,High,High,7.72
V00792,Bulk Carrier,33311.559487915954,Low,Low,45.97
V00793,Cargo,48289.70741273075,High,High,41.05
V00794,Bulk Carrier,45832.81023544182,Medium,Low,52.71
V00795,Cargo,25392.338243246453,Low,High,32.38
V00796,Tanker,39857.95898507287,High,High,18.07
V00797,Cargo,7219.419728445102,High,High,6.14
V00798,Tanker,48883.19011809861,Low,High,33.24
V00799,Cargo,48235.48508478133,High,High,41.0
V00800,Tanker,8604.583415018962,Medium,Medium,5.74
V00801,Cargo,15321.444677753778,Medium,Medium,19.15
V00802,Container,5457.672376584963,Low,Low,6.28
V00803,Cargo,13950.021145459896,High,Medium,13.95
V00804,Cargo,40889.81157605273,High,High,34.76
V00805,Container,19226.622554680343,Medium,Medium,16.02
V00806,Bulk Carrier,4875.64987376454,Low,Medium,5.85
V00807,Bulk Carrier,17440.163476555776,Low,High,17.79
V00808,Cargo,49078.47504494336,Low,Medium,73.62
V00809,Container,31669.337965330546,Medium,High,22.43
V00810,Cargo,21099.96684710481,Medium,Medium,26.37
V00811,Tanker,8743.656418114864,Low,High,5.95
V00812,Tanker,49315.75146554289,Low,Low,45.37
V00813,Cargo,41132.02595852487,High,Medium,41.13
V00814,Bulk Carrier,14433.126471320511,High,Low,13.28
V00815,Bulk Carrier,3968.400438198878,Low,High,4.05
V00816,Cargo,3302.9650901891227,Medium,High,3.51
V00817,Cargo,6458.718400523924,Medium,Low,9.28
V00818,Tanker,29248.04488891387,High,High,13.26
V00819,Bulk Carrier,46473.789349671875,Low,High,47.4
V00820,Cargo,25088.79968629623,Medium,High,26.66
V00821,Tanker,42225.80138158176,Medium,High,23.93
V00822,Bulk Carrier,22571.387683060486,Medium,High,19.19
V00823,Container,35574.88551550735,Medium,High,25.2
V00824,Tanker,36727.70049568179,High,High,16.65
V00825,Bulk Carrier,9111.203442215263,Medium,High,7.74
V00826,Bulk Carrier,18380.19491930268,Medium,Low,21.14
V00827,Tanker,32046.456748632183,Low,Medium,25.64
V00828,Container,3999.482105126126,Low,High,3.4
V00829,Tanker,18396.23929426635,High,Low,11.28
V00830,Bulk Carrier,26972.573580919026,High,High,18.34
V00831,Cargo,49813.11240570962,High,Medium,49.81
V00832,Cargo,23989.411349810816,High,High,20.39
V00833,Tanker,40894.80947715902,Medium,Low,31.35
V00834,Bulk Carrier,21887.330610797577,Low,Low,30.2
V00835,Cargo,39921.34076967559,Medium,Medium,49.9
V00836,Bulk Carrier,29973.032680195367,Medium,High,25.48
V00837,Tanker,44386.474354368715,Medium,Low,34.03
V00838,Cargo,20841.65634133044,Low,Medium,31.26
V00839,Bulk Carrier,30413.068781163205,High,Medium,24.33
V00840,Cargo,31685.924690631957,High,High,26.93
V00841,Tanker,21160.45561912343,Low,Low,19.47
V00842,Bulk Carrier,7643.446162530335,Low,High,7.8
V00843,Cargo,5131.19064216061,High,High,4.36
V00844,Tanker,1325.2417546818383,Medium,High,0.75
V00845,Cargo,43739.94608013812,High,Low,50.3
V00846,Cargo,12205.50815581538,Low,Medium,18.31
V00847,Container,10969.584089447519,High,High,6.22
V00848,Container,36933.752321090244,High,High,20.93
V00849,Tanker,16340.797597825891,High,Low,10.02
V00850,Container,25549.21227438591,Low,High,21.72
V00851,Tanker,8544.297732224088,Low,Medium,6.84
V00852,Container,48007.41321236748,High,High,27.2
V00853,Cargo,42653.279300853246,High,Medium,42.65
V00854,Tanker,43257.586336767665,Medium,High,24.51
V00855,Tanker,20635.300554314257,Medium,High,11.69
V00856,Cargo,38236.880078505055,High,High,32.5
V00857,Tanker,7621.869691794118,Low,Medium,6.1
V00858,Tanker,926.6406282931238,Medium,High,0.53
V00859,Container,1488.660162612392,High,High,0.84
V00860,Tanker,29536.786001525743,Medium,High,16.74
V00861,Bulk Carrier,23042.04780977307,Medium,Medium,23.04
V00862,Cargo,26141.759770971727,Medium,High,27.78
V00863,Container,869.4254506523605,Low,Low,1.0
V00864,Container,21422.98767304257,High,Medium,14.28
V00865,Bulk Carrier,36044.37397944261,Low,Low,49.74
V00866,Cargo,22413.338247388074,Low,High,28.58
V00867,Cargo,36744.850712455,Medium,Medium,45.93
V00868,Container,12034.438737643322,High,Medium,8.02
V00869,Tanker,40750.52922184541,Medium,High,23.09
V00870,Container,29627.346402445888,Low,Low,34.07
V00871,Cargo,10932.773421780359,Low,Medium,16.4
V00872,Bulk Carrier,12217.663554764731,High,Medium,9.77
V00873,Container,31587.507996192082,Low,Medium,31.59
V00874,Cargo,41582.00986401595,Low,Medium,62.37
V00875,Container,21073.57521044318,High,Medium,14.05
V00876,Tanker,13285.871241815814,Medium,High,7.53
V00877,Container,43417.07454207472,High,Medium,28.94
V00878,Container,33628.78044166633,Low,Low,38.67
V00879,Cargo,22680.231620512288,High,Medium,22.68
V00880,Cargo,24651.05966632544,Medium,High,26.19
V00881,Cargo,10610.695162851622,Low,High,13.53
V00882,Container,31526.730188209774,Medium,Low,30.21
V00883,Tanker,18257.75427187299,Medium,Medium,12.17
V00884,Bulk Carrier,49784.43624538029,High,Low,45.8
V00885,Bulk Carrier,24269.08400546345,Medium,Low,27.91
V00886,Cargo,24551.33750638585,High,Low,28.23
